Region,BGC,SS_NoSpace,Standard,PreferredAcceptable,Suitability,Species,FN1,FN2,FN3,FN4,FN5,Flag,Note
LMH702016,ESSFwh3,ESSFwh3/103,1050262,A,2,Pl,34,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/103,1050262,A,3,Pw,9,14,31,,,0,
LMH702016,ESSFwh3,ESSFwh3/103,1050262,P,1,Sx,,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,A,2,Bl,202,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,P,3,Cw,9,14,32,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,P,2,Fd,9,14,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,A,3,Hw,9,14,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,P,2,Lw,9,14,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,A,2,Pl,34,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,A,3,Pw,9,14,31,,,0,
LMH702016,ESSFwh3,ESSFwh3/104,1050263,P,1,Sx,,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,X,3,Act,901,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,P,1,Bl,202,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,P,2,Cw,32,14,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,A,3,Hw,14,32,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,A,3,Pl,34,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/110,1050264,P,1,Sx,,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/111,1050265,X,3,Act,901,,,,,0,
LMH702016,ESSFwh3,ESSFwh3/111,1050265,P,1,Bl,1,32,202,,,0,
LMH702016,ESSFwh3,ESSFwh3/111,1050265,A,3,Cw,32,14,,,,0,
LMH702016,ESSFwh3,ESSFwh3/111,1050265,A,3,Hw,14,32,,,,0,
LMH702016,ESSFwh3,ESSFwh3/111,1050265,P,1,Sx,1,32,,,,0,
LMH702016,ESSFwh3,ESSFwh3/112,1060266,P,2,Bl,1,32,202,,,0,
LMH702016,ESSFwh3,ESSFwh3/112,1060266,A,3,Hw,1,32,,,,0,
LMH702016,ESSFwh3,ESSFwh3/112,1060266,P,1,Sx,1,32,,,,0,
Cariboo,ESSFwk1,ESSFwk1/01,80015,P,1,Bl,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/01,80015,P,2,Pl,34,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/01,80015,P,1,Sx,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/01,81103,P,1,Bl,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/01,81103,A,2,Pl,34,,,,,0,
Pr George,ESSFwk1,ESSFwk1/01,81103,P,1,Sx,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/02,80016,P,1,Bl,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/02,80016,P,1,Pl,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/02,80016,P,1,Sx,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/02,81104,P,1,Bl,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/02,81104,A,2,Pl,34,,,,,0,
Pr George,ESSFwk1,ESSFwk1/02,81104,P,1,Sx,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/03,80017,A,2,Bl,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/03,80017,P,1,Pl,34,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/03,80017,P,1,Sx,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/03,81105,P,2,Bl,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/03,81105,A,2,Pl,34,,,,,0,
Pr George,ESSFwk1,ESSFwk1/03,81105,P,1,Sx,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/04,80018,P,1,Bl,32,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/04,80018,A,2,Pl,34,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/04,80018,P,1,Sx,32,,,,,0,
Pr George,ESSFwk1,ESSFwk1/04,81106,P,1,Bl,32,,,,,0,
Pr George,ESSFwk1,ESSFwk1/04,81106,A,2,Pl,34,,,,,0,
Pr George,ESSFwk1,ESSFwk1/04,81106,P,1,Sx,32,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/05,80019,P,1,Bl,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/05,80019,A,2,Pl,34,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/05,80019,P,1,Sx,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/05,81107,P,1,Bl,,,,,,0,
Pr George,ESSFwk1,ESSFwk1/05,81107,A,2,Pl,34,,,,,0,
Pr George,ESSFwk1,ESSFwk1/05,81107,P,1,Sx,,,,,,0,
Cariboo,ESSFwk1,ESSFwk1/06,80020,P,1,Bl,1,32,,,,0,
Cariboo,ESSFwk1,ESSFwk1/06,80020,P,1,Sx,1,32,,,,0,
Pr George,ESSFwk1,ESSFwk1/06,81108,P,1,Bl,1,32,,,,0,
Pr George,ESSFwk1,ESSFwk1/06,81108,P,1,Sx,1,32,,,,0,
Cariboo,ESSFwk1,ESSFwk1/07,80021,P,1,Bl,1,32,,,,0,
Cariboo,ESSFwk1,ESSFwk1/07,80021,P,1,Sx,1,32,,,,0,
Pr George,ESSFwk1,ESSFwk1/07,81109,P,1,Bl,1,32,,,,0,
Pr George,ESSFwk1,ESSFwk1/07,81109,P,1,Sx,1,32,,,,0,
Pr George,ESSFwk2,ESSFwk2/01,81110,P,1,Bl,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/01,81110,P,1,Sx,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/02,81111,P,1,Bl,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/02,81111,P,1,Sx,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/03,81112,P,1,Bl,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/03,81112,A,3,Pl,34,,,,,0,
Pr George,ESSFwk2,ESSFwk2/03,81112,P,1,Sx,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/04,81113,P,1,Bl,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/04,81113,P,1,Sx,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/05,81114,P,1,Bl,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/05,81114,P,1,Sx,,,,,,0,
Pr George,ESSFwk2,ESSFwk2/06,81115,P,1,Bl,1,32,,,,0,
Pr George,ESSFwk2,ESSFwk2/06,81115,P,1,Sx,1,32,,,,0,
Nelson,ESSFwm,ESSFwm/01,83037,P,1,Bl,,,,,,0,
Nelson,ESSFwm,ESSFwm/01,83037,P,2,Fd,14,,,,,0,
Nelson,ESSFwm,ESSFwm/01,83037,P,2,Lw,14,,,,,0,
Nelson,ESSFwm,ESSFwm/01,83037,A,2,Pl,34,,,,,0,
Nelson,ESSFwm,ESSFwm/01,83037,P,1,Sx,,,,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,A,3,Bl,,,,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,X,3,Hw,14,,,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,X,3,Pa,,,,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,P,2,Pl,34,,,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,X,3,Pw,9,14,31,,,0,
Nelson,ESSFwm,ESSFwm/02,83038,P,1,Sx,,,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,A,2,Bl,,,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,P,1,Fd,9,32,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,X,3,Hw,9,32,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,P,1,Lw,9,32,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,A,2,Pl,34,,,,,0,
Nelson,ESSFwm,ESSFwm/03,83039,A,2,Pw,9,31,32,49,,0,
Nelson,ESSFwm,ESSFwm/03,83039,P,1,Sx,,,,,,0,
Nelson,ESSFwm,ESSFwm/04,83040,P,1,Bl,,,,,,0,
Nelson,ESSFwm,ESSFwm/04,83040,X,3,Hw,14,,,,,0,
Nelson,ESSFwm,ESSFwm/04,83040,A,2,Pl,34,,,,,0,
Nelson,ESSFwm,ESSFwm/04,83040,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/101,1062178,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/101,1062178,P,2,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/101,1062178,A,3,Pl,34,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/102,1062179,P,1,Fd,14,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/102,1062179,A,2,Pl,34,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/102,1062179,P,2,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/102,1062179,A,3,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/102,1062179,P,3,Pa,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,A,2,Pl,34,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,P,3,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,P,3,Fd,9,14,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,P,3,Lw,9,14,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/103,1062180,P,3,Pa,10,13,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/104,1062181,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/104,1062181,P,2,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/104,1062181,A,2,Pl,34,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/110,1062182,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/110,1062182,P,2,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/111,1062183,P,1,Sx,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/111,1062183,P,2,Bl,,,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/112,1062184,P,1,Sx,1,32,,,,0,
LMH71_Nelson,ESSFwm1,ESSFwm1/112,1062184,P,2,Bl,1,32,,,,0,
LMH702016,ESSFwm2,ESSFwm2/101,1050267,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/101,1050267,A,3,Pl,34,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/101,1050267,P,1,Sx,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,A,2,Bl,202,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,X,3,Fd,14,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,A,3,La,10,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,P,2,Pa,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,A,3,Pl,34,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/102,1050268,P,1,Sx,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/103,1050269,P,3,Pa,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/103,1050269,P,2,Pl,34,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/103,1050269,P,1,Sx,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/104,1050270,P,2,Bl,202,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/104,1050270,A,3,Pa,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/104,1050270,A,2,Pl,34,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/104,1050270,P,1,Sx,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/110,1050271,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/110,1050271,P,1,Sx,,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/111,1050272,P,1,Bl,32,202,,,,0,
LMH702016,ESSFwm2,ESSFwm2/111,1050272,P,1,Sx,32,,,,,0,
LMH702016,ESSFwm2,ESSFwm2/112,1050273,P,1,Bl,1,32,202,,,0,
LMH702016,ESSFwm2,ESSFwm2/112,1050273,P,1,Sx,1,32,,,,0,
LMH702016,ESSFwm3,ESSFwm3/101,1050274,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/101,1050274,A,2,Pl,34,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/101,1050274,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/102,1050275,A,3,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/102,1050275,P,3,Pa,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/102,1050275,X,2,Pl,34,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/102,1050275,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/103,1050276,A,2,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/103,1050276,P,3,Pa,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/103,1050276,P,2,Pl,34,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/103,1050276,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/104,1050277,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/104,1050277,A,3,Pl,34,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/104,1050277,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/105,1050278,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/105,1050278,A,3,Pl,34,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/105,1050278,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/110,1050279,P,1,Bl,202,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/110,1050279,P,1,Sx,,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/111,1050280,P,1,Bl,32,202,,,,0,
LMH702016,ESSFwm3,ESSFwm3/111,1050280,P,1,Sx,32,,,,,0,
LMH702016,ESSFwm3,ESSFwm3/112,1050281,P,1,Bl,1,32,202,,,0,
LMH702016,ESSFwm3,ESSFwm3/112,1050281,P,1,Sx,1,32,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,P,2,Bl,202,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,X,3,Cw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,A,3,Fd,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,P,2,Hw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,A,3,Lw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,A,2,Pl,34,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/101,1050282,P,1,Sx,,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,A,2,Bl,202,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,P,3,Fd,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,P,3,Lw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,P,3,Pa,13,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,P,1,Pl,,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/102,1050283,P,2,Sx,,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,A,2,Bl,202,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,P,2,Fd,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,A,3,Hw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,P,2,Lw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,P,1,Pl,34,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/103,1050284,P,1,Sx,,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/110,1050285,P,1,Bl,32,202,,,,0,
LMH702016,ESSFwm4,ESSFwm4/110,1050285,A,3,Cw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/110,1050285,A,3,Hw,14,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/110,1050285,P,1,Sx,32,,,,,0,
LMH702016,ESSFwm4,ESSFwm4/111,1050286,P,1,Bl,1,32,202,,,0,
LMH702016,ESSFwm4,ESSFwm4/111,1050286,P,1,Sx,1,32,,,,0,
LMH702016,ESSFwmw,ESSFwmw/102,1050288,P,2,Bl,202,,,,,0,
LMH702016,ESSFwmw,ESSFwmw/102,1050288,A,3,La,,,,,,0,
LMH702016,ESSFwmw,ESSFwmw/102,1050288,A,3,Pl,34,,,,,0,
LMH702016,ESSFwmw,ESSFwmw/103,1050289,P,2,Bl,202,,,,,0,
LMH702016,ESSFwmw,ESSFwmw/103,1050289,P,3,Pa,,,,,,0,
LMH702016,ESSFwmw,ESSFwmw/103,1050289,A,3,Pl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/01,85111,P,1,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/01,85111,A,3,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/01,85111,A,3,Hw,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/01,85111,A,2,Pl,34,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/01,85111,P,1,Sx,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/02,85112,A,2,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/02,85112,A,2,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/02,85112,P,1,Pl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/02,85112,A,2,Sx,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/03,85113,A,2,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/03,85113,A,2,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/03,85113,A,3,Hw,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/03,85113,P,1,Pl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/03,85113,A,2,Sx,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/04,85114,P,2,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/04,85114,A,2,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/04,85114,P,1,Pl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/04,85114,A,2,Sx,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/05,85115,P,1,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/05,85115,A,3,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/05,85115,A,3,Hw,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/05,85115,A,2,Pl,34,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/05,85115,P,1,Sx,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/06,85116,P,1,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/06,85116,A,3,Hm,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/06,85116,A,3,Hw,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/06,85116,X,3,Pl,34,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/06,85116,P,1,Sx,32,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/07,85117,P,1,Bl,,,,,,0,
Pr Rupert,ESSFwv,ESSFwv/07,85117,A,3,Hm,,,,,,0,
