Region,BGC,SS_NoSpace,Standard,PreferredAcceptable,Suitability,Species,FN1,FN2,FN3,FN4,FN5,Flag,Note
Cariboo,SBPSmc,SBPSmc/02,80172,P,1,Pl,,,,,,0,
Cariboo,SBPSmc,SBPSmc/02,80172,A,3,Sb,,,,,,0,
Cariboo,SBPSmc,SBPSmc/02,80172,A,3,Sx,,,,,,0,
Pr George,SBPSmc,SBPSmc/02,81156,X,3,At,901,,,,,0,
Pr George,SBPSmc,SBPSmc/02,81156,P,1,Pl,,,,,,0,
Pr George,SBPSmc,SBPSmc/02,81156,A,3,Sb,,,,,,0,
Pr George,SBPSmc,SBPSmc/02,81156,A,3,Sx,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/02,85187,X,3,At,901,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/02,85187,P,1,Pl,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/02,85187,A,3,Sb,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/02,85187,A,3,Sx,,,,,,0,
Cariboo,SBPSmc,SBPSmc/03,80173,X,3,At,901,,,,,0,
Cariboo,SBPSmc,SBPSmc/03,80173,P,1,Pl,,,,,,0,
Cariboo,SBPSmc,SBPSmc/03,80173,A,3,Sb,,,,,,0,
Cariboo,SBPSmc,SBPSmc/03,80173,A,3,Sx,,,,,,0,
Pr George,SBPSmc,SBPSmc/03,81157,X,3,At,901,,,,,0,
Pr George,SBPSmc,SBPSmc/03,81157,P,1,Pl,,,,,,0,
Pr George,SBPSmc,SBPSmc/03,81157,A,3,Sb,,,,,,0,
Pr George,SBPSmc,SBPSmc/03,81157,A,3,Sx,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/03,85188,X,3,At,901,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/03,85188,P,1,Pl,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/03,85188,A,3,Sb,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/03,85188,A,3,Sx,,,,,,0,
Cariboo,SBPSmc,SBPSmc/04,80174,X,3,At,901,,,,,0,
Cariboo,SBPSmc,SBPSmc/04,80174,P,1,Pl,,,,,,0,
Cariboo,SBPSmc,SBPSmc/04,80174,A,1,Sb,,,,,,0,
Cariboo,SBPSmc,SBPSmc/04,80174,P,1,Sx,32,,,,,0,
Pr George,SBPSmc,SBPSmc/04,81158,X,3,At,901,,,,,0,
Pr George,SBPSmc,SBPSmc/04,81158,P,1,Pl,,,,,,0,
Pr George,SBPSmc,SBPSmc/04,81158,P,1,Sb,,,,,,0,
Pr George,SBPSmc,SBPSmc/04,81158,P,1,Sx,32,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/04,85189,X,3,At,901,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/04,85189,P,1,Pl,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/04,85189,P,1,Sb,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/04,85189,P,1,Sx,32,,,,,0,
Cariboo,SBPSmc,SBPSmc/05,80175,X,3,Act,900,,,,,0,
Cariboo,SBPSmc,SBPSmc/05,80175,A,2,Pl,1,,,,,0,
Cariboo,SBPSmc,SBPSmc/05,80175,A,3,Sb,53,,,,,0,
Cariboo,SBPSmc,SBPSmc/05,80175,P,1,Sx,1,32,,,,0,
Pr George,SBPSmc,SBPSmc/05,81159,X,3,Act,900,,,,,0,
Pr George,SBPSmc,SBPSmc/05,81159,P,2,Pl,1,,,,,0,
Pr George,SBPSmc,SBPSmc/05,81159,A,3,Sb,53,,,,,0,
Pr George,SBPSmc,SBPSmc/05,81159,P,1,Sx,1,32,,,,0,
Pr Rupert,SBPSmc,SBPSmc/05,85190,X,3,Act,901,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/05,85190,A,2,Pl,1,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/05,85190,A,3,Sb,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/05,85190,P,1,Sx,1,32,,,,0,
Cariboo,SBPSmc,SBPSmc/06,80176,X,3,Act,901,,,,,0,
Cariboo,SBPSmc,SBPSmc/06,80176,P,2,Pl,1,,,,,0,
Cariboo,SBPSmc,SBPSmc/06,80176,A,3,Sb,53,,,,,0,
Cariboo,SBPSmc,SBPSmc/06,80176,P,1,Sx,1,32,,,,0,
Pr George,SBPSmc,SBPSmc/06,81160,X,3,Act,901,,,,,0,
Pr George,SBPSmc,SBPSmc/06,81160,P,2,Pl,1,,,,,0,
Pr George,SBPSmc,SBPSmc/06,81160,A,3,Sb,53,,,,,0,
Pr George,SBPSmc,SBPSmc/06,81160,P,1,Sx,1,32,,,,0,
Pr Rupert,SBPSmc,SBPSmc/06,85191,X,3,Act,901,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/06,85191,A,2,Pl,1,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/06,85191,A,3,Sb,,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/06,85191,P,1,Sx,1,32,,,,0,
Cariboo,SBPSmc,SBPSmc/07,80177,P,1,Pl,1,,,,,0,
Cariboo,SBPSmc,SBPSmc/07,80177,A,1,Sb,1,,,,,0,
Cariboo,SBPSmc,SBPSmc/07,80177,P,1,Sx,1,32,,,,0,
Pr George,SBPSmc,SBPSmc/07,81161,P,1,Pl,1,,,,,0,
Pr George,SBPSmc,SBPSmc/07,81161,P,1,Sb,1,,,,,0,
Pr George,SBPSmc,SBPSmc/07,81161,P,1,Sx,1,32,,,,0,
Pr Rupert,SBPSmc,SBPSmc/07,85192,P,1,Pl,1,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/07,85192,P,1,Sb,1,,,,,0,
Pr Rupert,SBPSmc,SBPSmc/07,85192,P,1,Sx,1,32,,,,0,
Cariboo,SBPSmk,SBPSmk/01,80178,X,3,At,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/01,80178,P,1,Fd,14,32,,,,0,
Cariboo,SBPSmk,SBPSmk/01,80178,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/01,80178,P,1,Sx,,,,,,0,
Cariboo,SBPSmk,SBPSmk/02,80179,P,1,Fd,14,28,,,,0,
Cariboo,SBPSmk,SBPSmk/02,80179,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/02,80179,A,3,Sx,28,,,,,0,
Cariboo,SBPSmk,SBPSmk/03,80180,X,3,At,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/03,80180,P,1,Fd,28,,,,,0,
Cariboo,SBPSmk,SBPSmk/03,80180,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/04,80181,X,3,At,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/04,80181,P,1,Fd,14,28,32,,,0,
Cariboo,SBPSmk,SBPSmk/04,80181,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/04,80181,X,3,Sb,14,15,,,,0,
Cariboo,SBPSmk,SBPSmk/04,80181,P,1,Sx,28,,,,,0,
Cariboo,SBPSmk,SBPSmk/05,80182,X,3,At,901,,,,,0,
Cariboo,SBPSmk,SBPSmk/05,80182,P,1,Fd,14,28,,,,0,
Cariboo,SBPSmk,SBPSmk/05,80182,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/05,80182,P,1,Sx,28,,,,,0,
Cariboo,SBPSmk,SBPSmk/06,80183,X,3,Act,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/06,80183,X,3,At,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/06,80183,P,1,Pl,,,,,,0,
Cariboo,SBPSmk,SBPSmk/06,80183,P,1,Sx,,,,,,0,
Cariboo,SBPSmk,SBPSmk/07,80184,X,3,Act,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/07,80184,X,3,At,900,,,,,0,
Cariboo,SBPSmk,SBPSmk/07,80184,A,2,Bl,1,32,,,,0,
Cariboo,SBPSmk,SBPSmk/07,80184,A,2,Pl,1,,,,,0,
Cariboo,SBPSmk,SBPSmk/07,80184,P,1,Sx,1,32,,,,0,
Cariboo,SBPSmk,SBPSmk/08,80185,P,2,Pl,1,,,,,0,
Cariboo,SBPSmk,SBPSmk/08,80185,A,3,Sb,1,,,,,0,
Cariboo,SBPSmk,SBPSmk/08,80185,P,1,Sx,1,32,,,,0,
Cariboo,SBPSxc,SBPSxc/01,80186,X,3,At,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/01,80186,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/02a,80187,X,3,At,901,,,,,0,
Cariboo,SBPSxc,SBPSxc/02a,80187,P,1,Fd,9,11,18,28,,0,
Cariboo,SBPSxc,SBPSxc/02a,80187,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/02b,80188,X,3,At,901,,,,,0,
Cariboo,SBPSxc,SBPSxc/02b,80188,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/02c,80189,X,3,At,901,,,,,0,
Cariboo,SBPSxc,SBPSxc/02c,80189,P,1,Fd,9,11,18,28,,0,
Cariboo,SBPSxc,SBPSxc/02c,80189,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/03,80190,X,3,At,901,,,,,0,
Cariboo,SBPSxc,SBPSxc/03,80190,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/03,80190,P,1,Sw,32,,,,,0,
Cariboo,SBPSxc,SBPSxc/04,80191,X,3,At,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/04,80191,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/04,80191,P,1,Sw,32,,,,,0,
Cariboo,SBPSxc,SBPSxc/05,80192,X,3,Act,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/05,80192,X,3,At,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/05,80192,P,1,Pl,1,,,,,0,
Cariboo,SBPSxc,SBPSxc/05,80192,P,1,Sw,1,32,,,,0,
Cariboo,SBPSxc,SBPSxc/06,80193,X,3,Act,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/06,80193,X,3,At,900,,,,,0,
Cariboo,SBPSxc,SBPSxc/06,80193,P,1,Pl,,,,,,0,
Cariboo,SBPSxc,SBPSxc/06,80193,P,1,Sw,32,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,X,3,At,900,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,A,2,Bl,29,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,X,3,Ep,900,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,P,1,Fd,,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,P,1,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/01,81162,P,1,Sx,,,,,,0,
Pr George,SBSdh,SBSdh/02,81163,P,1,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/02,81163,A,3,Sx,,,,,,0,
Pr George,SBSdh,SBSdh/03,81164,P,1,Fd,,,,,,0,
Pr George,SBSdh,SBSdh/03,81164,P,1,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/03,81164,A,3,Pw,16,31,,,,0,
Pr George,SBSdh,SBSdh/04,81165,P,1,Fd,,,,,,0,
Pr George,SBSdh,SBSdh/04,81165,P,1,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/04,81165,P,2,Sx,28,,,,,0,
Pr George,SBSdh,SBSdh/05,81166,X,3,At,901,,,,,0,
Pr George,SBSdh,SBSdh/05,81166,P,1,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/05,81166,A,3,Sb,,,,,,0,
Pr George,SBSdh,SBSdh/05,81166,A,3,Sx,32,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,X,3,At,900,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,A,2,Bl,29,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,X,3,Ep,900,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,P,1,Fd,,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,A,2,Pl,,,,,,0,
Pr George,SBSdh,SBSdh/06,81167,P,1,Sx,,,,,,0,
Pr George,SBSdh,SBSdh/07,81168,X,3,Act,900,,,,,0,
Pr George,SBSdh,SBSdh/07,81168,X,3,At,900,,,,,0,
Pr George,SBSdh,SBSdh/07,81168,A,2,Bl,1,29,32,,,0,
Pr George,SBSdh,SBSdh/07,81168,X,3,Ep,900,,,,,0,
Pr George,SBSdh,SBSdh/07,81168,P,1,Fd,1,32,,,,0,
Pr George,SBSdh,SBSdh/07,81168,P,1,Pl,1,,,,,0,
Pr George,SBSdh,SBSdh/07,81168,P,1,Sx,1,32,,,,0,
Pr George,SBSdh,SBSdh/08,81169,P,1,Pl,1,,,,,0,
Pr George,SBSdh,SBSdh/08,81169,P,1,Sb,1,,,,,0,
Pr George,SBSdh,SBSdh/08,81169,P,1,Sx,1,32,,,,0,
Pr George,SBSdk,SBSdk/01,81170,X,3,At,900,,,,,0,
Pr George,SBSdk,SBSdk/01,81170,X,3,Ep,900,,,,,0,
Pr George,SBSdk,SBSdk/01,81170,P,2,Fd,9,18,,,,0,
Pr George,SBSdk,SBSdk/01,81170,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/01,81170,P,1,Sx,,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193,A,2,Fd,9,18,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193,P,1,Sx,,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193CC,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193CC,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193CC,P,2,Fd,9,18,32,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193CC,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/01,85193CC,P,1,Sx,,,,,,0,
Pr George,SBSdk,SBSdk/02,81171,X,3,At,901,,,,,0,
Pr George,SBSdk,SBSdk/02,81171,X,3,Ep,901,,,,,0,
Pr George,SBSdk,SBSdk/02,81171,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/02,81171,P,2,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/02,85194,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/02,85194,X,3,Ep,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/02,85194,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/02,85194,A,2,Sx,28,,,,,0,
Pr George,SBSdk,SBSdk/03,81172,X,3,At,901,,,,,0,
Pr George,SBSdk,SBSdk/03,81172,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/03,81172,A,2,Sb,28,,,,,0,
Pr George,SBSdk,SBSdk/03,81172,P,2,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195,A,2,Sb,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195,A,2,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195CC,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195CC,A,2,Sb,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/03,85195CC,A,2,Sx,28,,,,,0,
Pr George,SBSdk,SBSdk/04,81173,X,3,At,901,,,,,0,
Pr George,SBSdk,SBSdk/04,81173,X,3,Ep,900,,,,,0,
Pr George,SBSdk,SBSdk/04,81173,P,1,Fd,,,,,,0,
Pr George,SBSdk,SBSdk/04,81173,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/04,81173,P,2,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196,P,1,Fd,,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196,P,2,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196CC,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196CC,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196CC,P,1,Fd,9,18,32,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196CC,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/04,85196CC,P,2,Sx,28,,,,,0,
Pr George,SBSdk,SBSdk/05,81174,X,3,At,900,,,,,0,
Pr George,SBSdk,SBSdk/05,81174,X,3,Ep,900,,,,,0,
Pr George,SBSdk,SBSdk/05,81174,P,2,Fd,9,18,,,,0,
Pr George,SBSdk,SBSdk/05,81174,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/05,81174,P,1,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197,A,2,Fd,9,18,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197,P,1,Sx,28,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197CC,A,2,Fd,9,18,32,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197CC,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/05,85197CC,P,1,Sx,28,,,,,0,
Pr George,SBSdk,SBSdk/06,81175,X,3,Act,900,,,,,0,
Pr George,SBSdk,SBSdk/06,81175,X,3,At,900,,,,,0,
Pr George,SBSdk,SBSdk/06,81175,X,3,Ep,900,,,,,0,
Pr George,SBSdk,SBSdk/06,81175,P,2,Fd,3,9,32,,,0,
Pr George,SBSdk,SBSdk/06,81175,P,1,Pl,,,,,,0,
Pr George,SBSdk,SBSdk/06,81175,P,1,Sx,,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,X,3,Act,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,A,3,Fd,9,18,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198,P,1,Sx,,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,X,3,Act,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,P,2,Fd,9,18,32,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,P,1,Pl,,,,,,0,
Pr Rupert,SBSdk,SBSdk/06,85198CC,P,1,Sx,,,,,,0,
Pr George,SBSdk,SBSdk/07,81176,X,3,Act,901,,,,,0,
Pr George,SBSdk,SBSdk/07,81176,X,3,At,901,,,,,0,
Pr George,SBSdk,SBSdk/07,81176,X,3,Ep,901,,,,,0,
Pr George,SBSdk,SBSdk/07,81176,P,2,Pl,1,,,,,0,
Pr George,SBSdk,SBSdk/07,81176,P,1,Sx,1,32,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,X,3,Act,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,X,3,Ep,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,P,1,Fd,9,18,32,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,A,2,Pl,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199CC,P,1,Sx,1,32,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199,X,3,Act,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199,X,3,At,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199,X,3,Ep,901,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199,A,2,Pl,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/07,85199,P,1,Sx,1,32,,,,0,
Pr George,SBSdk,SBSdk/08,81177,X,3,Act,900,,,,,0,
Pr George,SBSdk,SBSdk/08,81177,X,3,At,900,,,,,0,
Pr George,SBSdk,SBSdk/08,81177,X,3,Ep,900,,,,,0,
Pr George,SBSdk,SBSdk/08,81177,P,2,Pl,1,,,,,0,
Pr George,SBSdk,SBSdk/08,81177,P,1,Sx,1,32,,,,0,
Pr Rupert,SBSdk,SBSdk/08,85200,X,3,Act,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/08,85200,X,3,At,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/08,85200,X,3,Ep,900,,,,,0,
Pr Rupert,SBSdk,SBSdk/08,85200,X,3,Pl,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/08,85200,P,1,Sx,1,32,,,,0,
Pr George,SBSdk,SBSdk/09,81178,P,1,Pl,1,,,,,0,
Pr George,SBSdk,SBSdk/09,81178,P,1,Sb,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/09,85201,P,1,Pl,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/09,85201,P,1,Sb,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/09,85201,A,3,Sx,1,,,,,0,
Pr George,SBSdk,SBSdk/10,81179,P,1,Pl,1,,,,,0,
Pr George,SBSdk,SBSdk/10,81179,P,1,Sb,1,,,,,0,
Pr George,SBSdk,SBSdk/10,81179,P,1,Sx,1,32,,,,0,
Pr Rupert,SBSdk,SBSdk/10,85202,P,1,Pl,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/10,85202,P,1,Sb,1,,,,,0,
Pr Rupert,SBSdk,SBSdk/10,85202,P,1,Sx,1,32,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,A,3,Bl,28,53,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,X,3,Ep,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,P,1,Fd,,,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/01,80194,P,1,Sx,28,,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,X,3,At,900,,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,X,3,Bl,27,28,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,X,3,Ep,900,,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,P,1,Fd,,,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/01,81180,P,1,Sx,28,,,,,0,
Cariboo,SBSdw1,SBSdw1/02,80195,X,3,At,901,,,,,0,
Cariboo,SBSdw1,SBSdw1/02,80195,P,1,Fd,28,,,,,0,
Cariboo,SBSdw1,SBSdw1/02,80195,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/02,81181,X,3,At,901,,,,,0,
Pr George,SBSdw1,SBSdw1/02,81181,P,1,Fd,28,,,,,0,
Pr George,SBSdw1,SBSdw1/02,81181,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/03,80196,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/03,80196,P,1,Fd,27,,,,,0,
Cariboo,SBSdw1,SBSdw1/03,80196,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/03,81182,X,3,At,901,,,,,0,
Pr George,SBSdw1,SBSdw1/03,81182,P,1,Fd,27,,,,,0,
Pr George,SBSdw1,SBSdw1/03,81182,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/04,80197,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/04,80197,X,3,Ep,901,,,,,0,
Cariboo,SBSdw1,SBSdw1/04,80197,P,1,Fd,32,,,,,0,
Cariboo,SBSdw1,SBSdw1/04,80197,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/04,80197,P,1,Sx,28,,,,,0,
Pr George,SBSdw1,SBSdw1/04,81183,X,3,At,901,,,,,0,
Pr George,SBSdw1,SBSdw1/04,81183,X,3,Ep,901,,,,,0,
Pr George,SBSdw1,SBSdw1/04,81183,P,1,Fd,32,,,,,0,
Pr George,SBSdw1,SBSdw1/04,81183,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/04,81183,P,1,Sx,28,,,,,0,
Cariboo,SBSdw1,SBSdw1/05,80198,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/05,80198,X,3,Ep,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/05,80198,P,1,Fd,,,,,,0,
Cariboo,SBSdw1,SBSdw1/05,80198,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/05,80198,P,1,Sx,,,,,,0,
Pr George,SBSdw1,SBSdw1/05,81184,X,3,At,900,,,,,0,
Pr George,SBSdw1,SBSdw1/05,81184,X,3,Ep,900,,,,,0,
Pr George,SBSdw1,SBSdw1/05,81184,P,1,Fd,,,,,,0,
Pr George,SBSdw1,SBSdw1/05,81184,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/05,81184,P,1,Sx,,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,X,3,Act,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,A,2,Bl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,X,3,Ep,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,P,1,Fd,,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/06,80199,P,1,Sx,,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,X,3,Act,901,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,X,3,At,900,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,A,2,Bl,29,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,X,3,Ep,900,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,P,1,Fd,,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,P,1,Pl,,,,,,0,
Pr George,SBSdw1,SBSdw1/06,81185,P,1,Sx,,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,X,3,Act,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,X,3,At,900,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,A,2,Bl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,X,3,Ep,901,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,P,1,Fd,1,32,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,P,1,Pl,,,,,,0,
Cariboo,SBSdw1,SBSdw1/07,80200,P,1,Sx,,,,,,0,
Pr George,SBSdw1,SBSdw1/07,81186,X,3,Act,901,,,,,0,
